_id,year,patcnty,agegrp,count
1,2008,Alameda,Total Births,20470
2,2008,Alameda,Older Mothers (35 years old or older),4714
3,2008,Alameda,Teen Mothers (15 years old to 19 years old),1319
4,2008,Alameda,Typical Aged Mothers (20 years old to 34 years old),14422
5,2008,Butte,Total Births,2464
6,2008,Butte,Older Mothers (35 years old or older),254
7,2008,Butte,Teen Mothers (15 years old to 19 years old),278
8,2008,Butte,Typical Aged Mothers (20 years old to 34 years old),1928
9,2008,Calaveras,Total Births,353
10,2008,Calaveras,Older Mothers (35 years old or older),41
11,2008,Calaveras,Teen Mothers (15 years old to 19 years old),29
12,2008,Calaveras,Typical Aged Mothers (20 years old to 34 years old),283
13,2008,Colusa,Total Births,365
14,2008,Colusa,Older Mothers (35 years old or older),44
15,2008,Colusa,Teen Mothers (15 years old to 19 years old),45
16,2008,Colusa,Typical Aged Mothers (20 years old to 34 years old),276
17,2008,Contra Costa,Total Births,12705
18,2008,Contra Costa,Older Mothers (35 years old or older),2745
19,2008,Contra Costa,Teen Mothers (15 years old to 19 years old),823
20,2008,Contra Costa,Typical Aged Mothers (20 years old to 34 years old),9131
21,2008,Del Norte,Total Births,300
22,2008,Del Norte,Older Mothers (35 years old or older),11
23,2008,Del Norte,Teen Mothers (15 years old to 19 years old),41
24,2008,Del Norte,Typical Aged Mothers (20 years old to 34 years old),247
25,2008,El Dorado,Total Births,1728
26,2008,El Dorado,Older Mothers (35 years old or older),333
27,2008,El Dorado,Teen Mothers (15 years old to 19 years old),110
28,2008,El Dorado,Typical Aged Mothers (20 years old to 34 years old),1285
29,2008,Fresno,Total Births,16517
30,2008,Fresno,Older Mothers (35 years old or older),1803
31,2008,Fresno,Teen Mothers (15 years old to 19 years old),2239
32,2008,Fresno,Typical Aged Mothers (20 years old to 34 years old),12440
33,2008,Glenn,Total Births,462
34,2008,Glenn,Older Mothers (35 years old or older),53
35,2008,Glenn,Teen Mothers (15 years old to 19 years old),54
36,2008,Glenn,Typical Aged Mothers (20 years old to 34 years old),355
37,2008,Humboldt,Total Births,1510
38,2008,Humboldt,Older Mothers (35 years old or older),179
39,2008,Humboldt,Teen Mothers (15 years old to 19 years old),141
40,2008,Humboldt,Typical Aged Mothers (20 years old to 34 years old),1189
41,2008,Imperial,Total Births,3172
42,2008,Imperial,Older Mothers (35 years old or older),347
43,2008,Imperial,Teen Mothers (15 years old to 19 years old),454
44,2008,Imperial,Typical Aged Mothers (20 years old to 34 years old),2365
45,2008,Inyo,Total Births,227
46,2008,Inyo,Older Mothers (35 years old or older),26
47,2008,Inyo,Teen Mothers (15 years old to 19 years old),24
48,2008,Inyo,Typical Aged Mothers (20 years old to 34 years old),177
49,2008,Kern,Total Births,14957
50,2008,Kern,Older Mothers (35 years old or older),1534
51,2008,Kern,Teen Mothers (15 years old to 19 years old),2268
52,2008,Kern,Typical Aged Mothers (20 years old to 34 years old),11138
53,2008,Kings,Total Births,2296
54,2008,Kings,Older Mothers (35 years old or older),198
55,2008,Kings,Teen Mothers (15 years old to 19 years old),362
56,2008,Kings,Typical Aged Mothers (20 years old to 34 years old),1732
57,2008,Lake,Total Births,678
58,2008,Lake,Older Mothers (35 years old or older),58
59,2008,Lake,Teen Mothers (15 years old to 19 years old),104
60,2008,Lake,Typical Aged Mothers (20 years old to 34 years old),514
61,2008,Lassen,Total Births,272
62,2008,Lassen,Older Mothers (35 years old or older),26
63,2008,Lassen,Teen Mothers (15 years old to 19 years old),27
64,2008,Lassen,Typical Aged Mothers (20 years old to 34 years old),218
65,2008,Los Angeles,Total Births,144471
66,2008,Los Angeles,Older Mothers (35 years old or older),27244
67,2008,Los Angeles,Teen Mothers (15 years old to 19 years old),14013
68,2008,Los Angeles,Typical Aged Mothers (20 years old to 34 years old),103051
69,2008,Madera,Total Births,2656
70,2008,Madera,Older Mothers (35 years old or older),267
71,2008,Madera,Teen Mothers (15 years old to 19 years old),368
72,2008,Madera,Typical Aged Mothers (20 years old to 34 years old),2013
73,2008,Marin,Total Births,2585
74,2008,Marin,Older Mothers (35 years old or older),973
75,2008,Marin,Teen Mothers (15 years old to 19 years old),96
76,2008,Marin,Typical Aged Mothers (20 years old to 34 years old),1515
77,2008,Mendocino,Total Births,1113
78,2008,Mendocino,Older Mothers (35 years old or older),124
79,2008,Mendocino,Teen Mothers (15 years old to 19 years old),115
80,2008,Mendocino,Typical Aged Mothers (20 years old to 34 years old),871
81,2008,Merced,Total Births,4296
82,2008,Merced,Older Mothers (35 years old or older),438
83,2008,Merced,Teen Mothers (15 years old to 19 years old),586
84,2008,Merced,Typical Aged Mothers (20 years old to 34 years old),3266
85,2008,Monterey,Total Births,7158
86,2008,Monterey,Older Mothers (35 years old or older),929
87,2008,Monterey,Teen Mothers (15 years old to 19 years old),878
88,2008,Monterey,Typical Aged Mothers (20 years old to 34 years old),5334
89,2008,Napa,Total Births,1623
90,2008,Napa,Older Mothers (35 years old or older),325
91,2008,Napa,Teen Mothers (15 years old to 19 years old),137
92,2008,Napa,Typical Aged Mothers (20 years old to 34 years old),1160
93,2008,Nevada,Total Births,792
94,2008,Nevada,Older Mothers (35 years old or older),151
95,2008,Nevada,Teen Mothers (15 years old to 19 years old),66
96,2008,Nevada,Typical Aged Mothers (20 years old to 34 years old),575
97,2008,Orange,Total Births,41387
98,2008,Orange,Older Mothers (35 years old or older),8541
99,2008,Orange,Teen Mothers (15 years old to 19 years old),2950
100,2008,Orange,Typical Aged Mothers (20 years old to 34 years old),29845
101,2008,Placer,Total Births,3877
102,2008,Placer,Older Mothers (35 years old or older),802
103,2008,Placer,Teen Mothers (15 years old to 19 years old),189
104,2008,Placer,Typical Aged Mothers (20 years old to 34 years old),2884
105,2008,Riverside,Total Births,31865
106,2008,Riverside,Older Mothers (35 years old or older),4210
107,2008,Riverside,Teen Mothers (15 years old to 19 years old),3639
108,2008,Riverside,Typical Aged Mothers (20 years old to 34 years old),23979
109,2008,Sacramento,Total Births,20801
110,2008,Sacramento,Older Mothers (35 years old or older),3112
111,2008,Sacramento,Teen Mothers (15 years old to 19 years old),1886
112,2008,Sacramento,Typical Aged Mothers (20 years old to 34 years old),15779
113,2008,San Benito,Total Births,796
114,2008,San Benito,Older Mothers (35 years old or older),117
115,2008,San Benito,Teen Mothers (15 years old to 19 years old),80
116,2008,San Benito,Typical Aged Mothers (20 years old to 34 years old),598
117,2008,San Bernardino,Total Births,32279
118,2008,San Bernardino,Older Mothers (35 years old or older),3941
119,2008,San Bernardino,Teen Mothers (15 years old to 19 years old),4189
120,2008,San Bernardino,Typical Aged Mothers (20 years old to 34 years old),24115
121,2008,San Diego,Total Births,41118
122,2008,San Diego,Older Mothers (35 years old or older),7321
123,2008,San Diego,Teen Mothers (15 years old to 19 years old),3570
124,2008,San Diego,Typical Aged Mothers (20 years old to 34 years old),30185
125,2008,San Francisco,Total Births,8821
126,2008,San Francisco,Older Mothers (35 years old or older),2949
127,2008,San Francisco,Teen Mothers (15 years old to 19 years old),295
128,2008,San Francisco,Typical Aged Mothers (20 years old to 34 years old),5564
129,2008,San Joaquin,Total Births,10852
130,2008,San Joaquin,Older Mothers (35 years old or older),1387
131,2008,San Joaquin,Teen Mothers (15 years old to 19 years old),1269
132,2008,San Joaquin,Typical Aged Mothers (20 years old to 34 years old),8179
133,2008,San Luis Obispo,Total Births,2618
134,2008,San Luis Obispo,Older Mothers (35 years old or older),420
135,2008,San Luis Obispo,Teen Mothers (15 years old to 19 years old),208
136,2008,San Luis Obispo,Typical Aged Mothers (20 years old to 34 years old),1987
137,2008,San Mateo,Total Births,8786
138,2008,San Mateo,Older Mothers (35 years old or older),2503
139,2008,San Mateo,Teen Mothers (15 years old to 19 years old),355
140,2008,San Mateo,Typical Aged Mothers (20 years old to 34 years old),5923
141,2008,Santa Barbara,Total Births,6153
142,2008,Santa Barbara,Older Mothers (35 years old or older),954
143,2008,Santa Barbara,Teen Mothers (15 years old to 19 years old),670
144,2008,Santa Barbara,Typical Aged Mothers (20 years old to 34 years old),4519
145,2008,Santa Clara,Total Births,26724
146,2008,Santa Clara,Older Mothers (35 years old or older),6237
147,2008,Santa Clara,Teen Mothers (15 years old to 19 years old),1491
148,2008,Santa Clara,Typical Aged Mothers (20 years old to 34 years old),18977
149,2008,Santa Cruz,Total Births,3576
150,2008,Santa Cruz,Older Mothers (35 years old or older),672
151,2008,Santa Cruz,Teen Mothers (15 years old to 19 years old),320
152,2008,Santa Cruz,Typical Aged Mothers (20 years old to 34 years old),2581
153,2008,Shasta,Total Births,2161
154,2008,Shasta,Older Mothers (35 years old or older),207
155,2008,Shasta,Teen Mothers (15 years old to 19 years old),240
156,2008,Shasta,Typical Aged Mothers (20 years old to 34 years old),1714
157,2008,Siskiyou,Total Births,378
158,2008,Siskiyou,Older Mothers (35 years old or older),42
159,2008,Siskiyou,Teen Mothers (15 years old to 19 years old),42
160,2008,Siskiyou,Typical Aged Mothers (20 years old to 34 years old),294
161,2008,Solano,Total Births,5036
162,2008,Solano,Older Mothers (35 years old or older),739
163,2008,Solano,Teen Mothers (15 years old to 19 years old),459
164,2008,Solano,Typical Aged Mothers (20 years old to 34 years old),3832
165,2008,Sonoma,Total Births,5444
166,2008,Sonoma,Older Mothers (35 years old or older),937
167,2008,Sonoma,Teen Mothers (15 years old to 19 years old),445
168,2008,Sonoma,Typical Aged Mothers (20 years old to 34 years old),4054
169,2008,Stanislaus,Total Births,8409
170,2008,Stanislaus,Older Mothers (35 years old or older),960
171,2008,Stanislaus,Teen Mothers (15 years old to 19 years old),984
172,2008,Stanislaus,Typical Aged Mothers (20 years old to 34 years old),6455
173,2008,Sutter,Total Births,1426
174,2008,Sutter,Older Mothers (35 years old or older),181
175,2008,Sutter,Teen Mothers (15 years old to 19 years old),132
176,2008,Sutter,Typical Aged Mothers (20 years old to 34 years old),1111
177,2008,Tehama,Total Births,742
178,2008,Tehama,Older Mothers (35 years old or older),66
179,2008,Tehama,Teen Mothers (15 years old to 19 years old),109
180,2008,Tehama,Typical Aged Mothers (20 years old to 34 years old),567
181,2008,Tulare,Total Births,8388
182,2008,Tulare,Older Mothers (35 years old or older),853
183,2008,Tulare,Teen Mothers (15 years old to 19 years old),1233
184,2008,Tulare,Typical Aged Mothers (20 years old to 34 years old),6286
185,2008,Ventura,Total Births,11761
186,2008,Ventura,Older Mothers (35 years old or older),2041
187,2008,Ventura,Teen Mothers (15 years old to 19 years old),1080
188,2008,Ventura,Typical Aged Mothers (20 years old to 34 years old),8618
189,2008,Yolo,Total Births,2590
190,2008,Yolo,Older Mothers (35 years old or older),453
191,2008,Yolo,Teen Mothers (15 years old to 19 years old),221
192,2008,Yolo,Typical Aged Mothers (20 years old to 34 years old),1915
193,2008,Yuba,Total Births,1218
194,2008,Yuba,Older Mothers (35 years old or older),108
195,2008,Yuba,Teen Mothers (15 years old to 19 years old),131
196,2008,Yuba,Typical Aged Mothers (20 years old to 34 years old),979
197,2009,Alameda,Total Births,19854
198,2009,Alameda,Older Mothers (35 years old or older),4555
199,2009,Alameda,Teen Mothers (15 years old to 19 years old),1233
200,2009,Alameda,Typical Aged Mothers (20 years old to 34 years old),14051
201,2009,Butte,Total Births,2373
202,2009,Butte,Older Mothers (35 years old or older),271
203,2009,Butte,Teen Mothers (15 years old to 19 years old),232
204,2009,Butte,Typical Aged Mothers (20 years old to 34 years old),1867
205,2009,Calaveras,Total Births,324
206,2009,Calaveras,Older Mothers (35 years old or older),31
207,2009,Calaveras,Teen Mothers (15 years old to 19 years old),32
208,2009,Calaveras,Typical Aged Mothers (20 years old to 34 years old),260
209,2009,Colusa,Total Births,358
210,2009,Colusa,Older Mothers (35 years old or older),35
211,2009,Colusa,Teen Mothers (15 years old to 19 years old),41
212,2009,Colusa,Typical Aged Mothers (20 years old to 34 years old),282
213,2009,Contra Costa,Total Births,12297
214,2009,Contra Costa,Older Mothers (35 years old or older),2694
215,2009,Contra Costa,Teen Mothers (15 years old to 19 years old),747
216,2009,Contra Costa,Typical Aged Mothers (20 years old to 34 years old),8848
217,2009,Del Norte,Total Births,299
218,2009,Del Norte,Older Mothers (35 years old or older),31
219,2009,Del Norte,Teen Mothers (15 years old to 19 years old),54
220,2009,Del Norte,Typical Aged Mothers (20 years old to 34 years old),213
221,2009,El Dorado,Total Births,1638
222,2009,El Dorado,Older Mothers (35 years old or older),311
223,2009,El Dorado,Teen Mothers (15 years old to 19 years old),111
224,2009,El Dorado,Typical Aged Mothers (20 years old to 34 years old),1216
225,2009,Fresno,Total Births,16073
226,2009,Fresno,Older Mothers (35 years old or older),1806
227,2009,Fresno,Teen Mothers (15 years old to 19 years old),2070
228,2009,Fresno,Typical Aged Mothers (20 years old to 34 years old),12160
229,2009,Glenn,Total Births,427
230,2009,Glenn,Older Mothers (35 years old or older),42
231,2009,Glenn,Teen Mothers (15 years old to 19 years old),54
232,2009,Glenn,Typical Aged Mothers (20 years old to 34 years old),331
233,2009,Humboldt,Total Births,1476
234,2009,Humboldt,Older Mothers (35 years old or older),184
235,2009,Humboldt,Teen Mothers (15 years old to 19 years old),117
236,2009,Humboldt,Typical Aged Mothers (20 years old to 34 years old),1173
237,2009,Imperial,Total Births,3070
238,2009,Imperial,Older Mothers (35 years old or older),349
239,2009,Imperial,Teen Mothers (15 years old to 19 years old),454
240,2009,Imperial,Typical Aged Mothers (20 years old to 34 years old),2260
241,2009,Inyo,Total Births,235
242,2009,Inyo,Older Mothers (35 years old or older),30
243,2009,Inyo,Teen Mothers (15 years old to 19 years old),22
244,2009,Inyo,Typical Aged Mothers (20 years old to 34 years old),183
245,2009,Kern,Total Births,14527
246,2009,Kern,Older Mothers (35 years old or older),1525
247,2009,Kern,Teen Mothers (15 years old to 19 years old),2120
248,2009,Kern,Typical Aged Mothers (20 years old to 34 years old),10863
249,2009,Kings,Total Births,2237
250,2009,Kings,Older Mothers (35 years old or older),196
251,2009,Kings,Teen Mothers (15 years old to 19 years old),318
252,2009,Kings,Typical Aged Mothers (20 years old to 34 years old),1723
253,2009,Lake,Total Births,703
254,2009,Lake,Older Mothers (35 years old or older),75
255,2009,Lake,Teen Mothers (15 years old to 19 years old),88
256,2009,Lake,Typical Aged Mothers (20 years old to 34 years old),540
257,2009,Lassen,Total Births,311
258,2009,Lassen,Older Mothers (35 years old or older),24
259,2009,Lassen,Teen Mothers (15 years old to 19 years old),35
260,2009,Lassen,Typical Aged Mothers (20 years old to 34 years old),252
261,2009,Los Angeles,Total Births,136801
262,2009,Los Angeles,Older Mothers (35 years old or older),26377
263,2009,Los Angeles,Teen Mothers (15 years old to 19 years old),13059
264,2009,Los Angeles,Typical Aged Mothers (20 years old to 34 years old),97231
265,2009,Madera,Total Births,2499
266,2009,Madera,Older Mothers (35 years old or older),259
267,2009,Madera,Teen Mothers (15 years old to 19 years old),331
268,2009,Madera,Typical Aged Mothers (20 years old to 34 years old),1903
269,2009,Marin,Total Births,2385
270,2009,Marin,Older Mothers (35 years old or older),909
271,2009,Marin,Teen Mothers (15 years old to 19 years old),81
272,2009,Marin,Typical Aged Mothers (20 years old to 34 years old),1392
273,2009,Mendocino,Total Births,1055
274,2009,Mendocino,Older Mothers (35 years old or older),115
275,2009,Mendocino,Teen Mothers (15 years old to 19 years old),108
276,2009,Mendocino,Typical Aged Mothers (20 years old to 34 years old),830
277,2009,Merced,Total Births,4320
278,2009,Merced,Older Mothers (35 years old or older),484
279,2009,Merced,Teen Mothers (15 years old to 19 years old),572
280,2009,Merced,Typical Aged Mothers (20 years old to 34 years old),3257
281,2009,Monterey,Total Births,6738
282,2009,Monterey,Older Mothers (35 years old or older),970
283,2009,Monterey,Teen Mothers (15 years old to 19 years old),767
284,2009,Monterey,Typical Aged Mothers (20 years old to 34 years old),4988
285,2009,Napa,Total Births,1601
286,2009,Napa,Older Mothers (35 years old or older),305
287,2009,Napa,Teen Mothers (15 years old to 19 years old),108
288,2009,Napa,Typical Aged Mothers (20 years old to 34 years old),1186
289,2009,Nevada,Total Births,698
290,2009,Nevada,Older Mothers (35 years old or older),116
291,2009,Nevada,Teen Mothers (15 years old to 19 years old),31
292,2009,Nevada,Typical Aged Mothers (20 years old to 34 years old),550
293,2009,Orange,Total Births,39384
294,2009,Orange,Older Mothers (35 years old or older),8354
295,2009,Orange,Teen Mothers (15 years old to 19 years old),2713
296,2009,Orange,Typical Aged Mothers (20 years old to 34 years old),28283
297,2009,Placer,Total Births,3660
298,2009,Placer,Older Mothers (35 years old or older),706
299,2009,Placer,Teen Mothers (15 years old to 19 years old),144
300,2009,Placer,Typical Aged Mothers (20 years old to 34 years old),2809
301,2009,Riverside,Total Births,30698
302,2009,Riverside,Older Mothers (35 years old or older),4021
303,2009,Riverside,Teen Mothers (15 years old to 19 years old),3327
304,2009,Riverside,Typical Aged Mothers (20 years old to 34 years old),23324
305,2009,Sacramento,Total Births,19923
306,2009,Sacramento,Older Mothers (35 years old or older),3042
307,2009,Sacramento,Teen Mothers (15 years old to 19 years old),1699
308,2009,Sacramento,Typical Aged Mothers (20 years old to 34 years old),15153
309,2009,San Benito,Total Births,723
310,2009,San Benito,Older Mothers (35 years old or older),94
311,2009,San Benito,Teen Mothers (15 years old to 19 years old),82
312,2009,San Benito,Typical Aged Mothers (20 years old to 34 years old),547
313,2009,San Bernardino,Total Births,30541
314,2009,San Bernardino,Older Mothers (35 years old or older),3622
315,2009,San Bernardino,Teen Mothers (15 years old to 19 years old),3746
316,2009,San Bernardino,Typical Aged Mothers (20 years old to 34 years old),23130
317,2009,San Diego,Total Births,39158
318,2009,San Diego,Older Mothers (35 years old or older),7299
319,2009,San Diego,Teen Mothers (15 years old to 19 years old),3245
320,2009,San Diego,Typical Aged Mothers (20 years old to 34 years old),28581
321,2009,San Francisco,Total Births,8537
322,2009,San Francisco,Older Mothers (35 years old or older),2934
323,2009,San Francisco,Teen Mothers (15 years old to 19 years old),265
324,2009,San Francisco,Typical Aged Mothers (20 years old to 34 years old),5336
325,2009,San Joaquin,Total Births,10653
326,2009,San Joaquin,Older Mothers (35 years old or older),1340
327,2009,San Joaquin,Teen Mothers (15 years old to 19 years old),1199
328,2009,San Joaquin,Typical Aged Mothers (20 years old to 34 years old),8096
329,2009,San Luis Obispo,Total Births,2511
330,2009,San Luis Obispo,Older Mothers (35 years old or older),392
331,2009,San Luis Obispo,Teen Mothers (15 years old to 19 years old),166
332,2009,San Luis Obispo,Typical Aged Mothers (20 years old to 34 years old),1951
333,2009,San Mateo,Total Births,8647
334,2009,San Mateo,Older Mothers (35 years old or older),2648
335,2009,San Mateo,Teen Mothers (15 years old to 19 years old),359
336,2009,San Mateo,Typical Aged Mothers (20 years old to 34 years old),5635
337,2009,Santa Barbara,Total Births,5899
338,2009,Santa Barbara,Older Mothers (35 years old or older),878
339,2009,Santa Barbara,Teen Mothers (15 years old to 19 years old),671
340,2009,Santa Barbara,Typical Aged Mothers (20 years old to 34 years old),4338
341,2009,Santa Clara,Total Births,25161
342,2009,Santa Clara,Older Mothers (35 years old or older),5855
343,2009,Santa Clara,Teen Mothers (15 years old to 19 years old),1386
344,2009,Santa Clara,Typical Aged Mothers (20 years old to 34 years old),17905
345,2009,Santa Cruz,Total Births,3401
346,2009,Santa Cruz,Older Mothers (35 years old or older),644
347,2009,Santa Cruz,Teen Mothers (15 years old to 19 years old),347
348,2009,Santa Cruz,Typical Aged Mothers (20 years old to 34 years old),2405
349,2009,Shasta,Total Births,2026
350,2009,Shasta,Older Mothers (35 years old or older),188
351,2009,Shasta,Teen Mothers (15 years old to 19 years old),206
352,2009,Shasta,Typical Aged Mothers (20 years old to 34 years old),1630
353,2009,Siskiyou,Total Births,365
354,2009,Siskiyou,Older Mothers (35 years old or older),37
355,2009,Siskiyou,Teen Mothers (15 years old to 19 years old),40
356,2009,Siskiyou,Typical Aged Mothers (20 years old to 34 years old),288
357,2009,Solano,Total Births,4826
358,2009,Solano,Older Mothers (35 years old or older),804
359,2009,Solano,Teen Mothers (15 years old to 19 years old),433
360,2009,Solano,Typical Aged Mothers (20 years old to 34 years old),3585
361,2009,Sonoma,Total Births,5390
362,2009,Sonoma,Older Mothers (35 years old or older),1023
363,2009,Sonoma,Teen Mothers (15 years old to 19 years old),338
364,2009,Sonoma,Typical Aged Mothers (20 years old to 34 years old),4025
365,2009,Stanislaus,Total Births,7830
366,2009,Stanislaus,Older Mothers (35 years old or older),887
367,2009,Stanislaus,Teen Mothers (15 years old to 19 years old),859
368,2009,Stanislaus,Typical Aged Mothers (20 years old to 34 years old),6078
369,2009,Sutter,Total Births,1410
370,2009,Sutter,Older Mothers (35 years old or older),166
371,2009,Sutter,Teen Mothers (15 years old to 19 years old),132
372,2009,Sutter,Typical Aged Mothers (20 years old to 34 years old),1109
373,2009,Tehama,Total Births,761
374,2009,Tehama,Older Mothers (35 years old or older),65
375,2009,Tehama,Teen Mothers (15 years old to 19 years old),109
376,2009,Tehama,Typical Aged Mothers (20 years old to 34 years old),586
377,2009,Tulare,Total Births,8224
378,2009,Tulare,Older Mothers (35 years old or older),838
379,2009,Tulare,Teen Mothers (15 years old to 19 years old),1249
380,2009,Tulare,Typical Aged Mothers (20 years old to 34 years old),6116
381,2009,Ventura,Total Births,11115
382,2009,Ventura,Older Mothers (35 years old or older),1861
383,2009,Ventura,Teen Mothers (15 years old to 19 years old),1078
384,2009,Ventura,Typical Aged Mothers (20 years old to 34 years old),8156
385,2009,Yolo,Total Births,2448
386,2009,Yolo,Older Mothers (35 years old or older),439
387,2009,Yolo,Teen Mothers (15 years old to 19 years old),180
388,2009,Yolo,Typical Aged Mothers (20 years old to 34 years old),1829
389,2009,Yuba,Total Births,1192
390,2009,Yuba,Older Mothers (35 years old or older),108
391,2009,Yuba,Teen Mothers (15 years old to 19 years old),129
392,2009,Yuba,Typical Aged Mothers (20 years old to 34 years old),955
393,2010,Alameda,Total Births,18800
394,2010,Alameda,Older Mothers (35 years old or older),4407
395,2010,Alameda,Teen Mothers (15 years old to 19 years old),1056
396,2010,Alameda,Typical Aged Mothers (20 years old to 34 years old),13326
397,2010,Butte,Total Births,2383
398,2010,Butte,Older Mothers (35 years old or older),248
399,2010,Butte,Teen Mothers (15 years old to 19 years old),204
400,2010,Butte,Typical Aged Mothers (20 years old to 34 years old),1927
401,2010,Calaveras,Total Births,329
402,2010,Calaveras,Older Mothers (35 years old or older),39
403,2010,Calaveras,Teen Mothers (15 years old to 19 years old),34
404,2010,Calaveras,Typical Aged Mothers (20 years old to 34 years old),256
405,2010,Colusa,Total Births,331
406,2010,Colusa,Older Mothers (35 years old or older),42
407,2010,Colusa,Teen Mothers (15 years old to 19 years old),32
408,2010,Colusa,Typical Aged Mothers (20 years old to 34 years old),257
409,2010,Contra Costa,Total Births,11942
410,2010,Contra Costa,Older Mothers (35 years old or older),2633
411,2010,Contra Costa,Teen Mothers (15 years old to 19 years old),723
412,2010,Contra Costa,Typical Aged Mothers (20 years old to 34 years old),8578
413,2010,Del Norte,Total Births,361
414,2010,Del Norte,Older Mothers (35 years old or older),31
415,2010,Del Norte,Teen Mothers (15 years old to 19 years old),66
416,2010,Del Norte,Typical Aged Mothers (20 years old to 34 years old),264
417,2010,El Dorado,Total Births,1519
418,2010,El Dorado,Older Mothers (35 years old or older),289
419,2010,El Dorado,Teen Mothers (15 years old to 19 years old),94
420,2010,El Dorado,Typical Aged Mothers (20 years old to 34 years old),1136
421,2010,Fresno,Total Births,16060
422,2010,Fresno,Older Mothers (35 years old or older),1912
423,2010,Fresno,Teen Mothers (15 years old to 19 years old),2025
424,2010,Fresno,Typical Aged Mothers (20 years old to 34 years old),12101
425,2010,Glenn,Total Births,425
426,2010,Glenn,Older Mothers (35 years old or older),42
427,2010,Glenn,Teen Mothers (15 years old to 19 years old),42
428,2010,Glenn,Typical Aged Mothers (20 years old to 34 years old),341
429,2010,Humboldt,Total Births,1469
430,2010,Humboldt,Older Mothers (35 years old or older),187
431,2010,Humboldt,Teen Mothers (15 years old to 19 years old),123
432,2010,Humboldt,Typical Aged Mothers (20 years old to 34 years old),1159
433,2010,Imperial,Total Births,3008
434,2010,Imperial,Older Mothers (35 years old or older),313
435,2010,Imperial,Teen Mothers (15 years old to 19 years old),391
436,2010,Imperial,Typical Aged Mothers (20 years old to 34 years old),2301
437,2010,Inyo,Total Births,184
438,2010,Inyo,Older Mothers (35 years old or older),28
439,2010,Inyo,Teen Mothers (15 years old to 19 years old),15
440,2010,Inyo,Typical Aged Mothers (20 years old to 34 years old),141
441,2010,Kern,Total Births,14112
442,2010,Kern,Older Mothers (35 years old or older),1448
443,2010,Kern,Teen Mothers (15 years old to 19 years old),1988
444,2010,Kern,Typical Aged Mothers (20 years old to 34 years old),10659
445,2010,Kings,Total Births,2047
446,2010,Kings,Older Mothers (35 years old or older),167
447,2010,Kings,Teen Mothers (15 years old to 19 years old),272
448,2010,Kings,Typical Aged Mothers (20 years old to 34 years old),1606
449,2010,Lake,Total Births,677
450,2010,Lake,Older Mothers (35 years old or older),58
451,2010,Lake,Teen Mothers (15 years old to 19 years old),85
452,2010,Lake,Typical Aged Mothers (20 years old to 34 years old),534
453,2010,Lassen,Total Births,269
454,2010,Lassen,Older Mothers (35 years old or older),25
455,2010,Lassen,Teen Mothers (15 years old to 19 years old),31
456,2010,Lassen,Typical Aged Mothers (20 years old to 34 years old),213
457,2010,Los Angeles,Total Births,130369
458,2010,Los Angeles,Older Mothers (35 years old or older),25618
459,2010,Los Angeles,Teen Mothers (15 years old to 19 years old),11617
460,2010,Los Angeles,Typical Aged Mothers (20 years old to 34 years old),93023
461,2010,Madera,Total Births,2462
462,2010,Madera,Older Mothers (35 years old or older),254
463,2010,Madera,Teen Mothers (15 years old to 19 years old),320
464,2010,Madera,Typical Aged Mothers (20 years old to 34 years old),1885
465,2010,Marin,Total Births,2262
466,2010,Marin,Older Mothers (35 years old or older),859
467,2010,Marin,Teen Mothers (15 years old to 19 years old),76
468,2010,Marin,Typical Aged Mothers (20 years old to 34 years old),1326
469,2010,Mendocino,Total Births,1021
470,2010,Mendocino,Older Mothers (35 years old or older),119
471,2010,Mendocino,Teen Mothers (15 years old to 19 years old),105
472,2010,Mendocino,Typical Aged Mothers (20 years old to 34 years old),797
473,2010,Merced,Total Births,4178
474,2010,Merced,Older Mothers (35 years old or older),466
475,2010,Merced,Teen Mothers (15 years old to 19 years old),502
476,2010,Merced,Typical Aged Mothers (20 years old to 34 years old),3203
477,2010,Monterey,Total Births,6469
478,2010,Monterey,Older Mothers (35 years old or older),930
479,2010,Monterey,Teen Mothers (15 years old to 19 years old),731
480,2010,Monterey,Typical Aged Mothers (20 years old to 34 years old),4797
481,2010,Napa,Total Births,1484
482,2010,Napa,Older Mothers (35 years old or older),305
483,2010,Napa,Teen Mothers (15 years old to 19 years old),106
484,2010,Napa,Typical Aged Mothers (20 years old to 34 years old),1073
485,2010,Nevada,Total Births,717
486,2010,Nevada,Older Mothers (35 years old or older),135
487,2010,Nevada,Teen Mothers (15 years old to 19 years old),43
488,2010,Nevada,Typical Aged Mothers (20 years old to 34 years old),538
489,2010,Orange,Total Births,37443
490,2010,Orange,Older Mothers (35 years old or older),8036
491,2010,Orange,Teen Mothers (15 years old to 19 years old),2468
492,2010,Orange,Typical Aged Mothers (20 years old to 34 years old),26902
493,2010,Placer,Total Births,3703
494,2010,Placer,Older Mothers (35 years old or older),666
495,2010,Placer,Teen Mothers (15 years old to 19 years old),170
496,2010,Placer,Typical Aged Mothers (20 years old to 34 years old),2866
497,2010,Riverside,Total Births,29694
498,2010,Riverside,Older Mothers (35 years old or older),4092
499,2010,Riverside,Teen Mothers (15 years old to 19 years old),2873
500,2010,Riverside,Typical Aged Mothers (20 years old to 34 years old),22700
501,2010,Sacramento,Total Births,19421
502,2010,Sacramento,Older Mothers (35 years old or older),2920
